type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,abstract
article,3131377,Kenjiro  Cho,,,,Recursive Lattice Search: Hierarchical Heavy Hitters Revisited,283--289,,7,"Z-order, flow aggregation algorithm, hierarchical heavy hitters",10.1145/3131365.3131377,,,,,,,2017,,Proceedings of the 2017 Internet Measurement Conference,IMC '17,,978-1-4503-5118-8,"London, United Kingdom",ACM,"New York, NY, USA","The multidimensional Hierarchical Heavy Hitter (HHH) problem identifies significant clusters in traffic across multiple planes such as source and destination addresses, and has been widely studied in the literature. A compact summary of HHHs provides an overview on complex traffic behavior and is a powerful means for traffic monitoring and anomaly detection. In this paper, we present a new efficient HHH algorithm which fits operational needs. Our key insight is to revisit the commonly accepted definition of HHH, and apply the Z-ordering to make use of a recursive partitioning algorithm. The proposed algorithm produces summary outputs comparable to or even better in practice than the existing algorithms, and runs orders of magnitude faster for bitwise aggregation. We have implemented the algorithm into our open-source tool and have made longitudinal datasets of backbone traffic openly available."
article,1530757,Yung  Yi and Junshan  Zhang and Mung  Chiang,,,,Delay and Effective Throughput of Wireless Scheduling in Heavy Traffic Regimes: Vacation Model for Complexity,55--64,,10,"complexity, heavy-traffic, scheduling, wireless networks",10.1145/1530748.1530757,,,,,,,2009,,Proceedings of the Tenth ACM International Symposium on Mobile Ad Hoc Networking and Computing,MobiHoc '09,,978-1-60558-624-3,"New Orleans, LA, USA",ACM,"New York, NY, USA","Distributed scheduling algorithms for wireless ad hoc networks have received substantial attention over the last decade. The complexity levels of these algorithms span a wide spectrum, ranging from no message passing to constant/polynomial time complexity, or even exponential complexity. However, by and large it remains open to quantify the impact of message passing complexity on throughput and delay. In this paper, we study the effective throughput and delay performance in wireless scheduling by explicitly considering complexity through a vacation model, where signaling complexity is treated as ""vacations"" and data transmissions as ""services,"" with a focus on delay analysis in heavy traffic regimes. We analyze delay performance in two regimes of vacation models, depending on the relative lengths of data transmission and vacation periods. State space collapse properties proved here enable a significant dimensionality reduction in the challenging problem of delay characterization. We then explore engineering implications and quantify intuitions based on the heavy traffic analysis."
article,2927977,Da  Tong and Viktor  Prasanna,,,,High Throughput Sketch Based Online Heavy Hitter Detection on FPGA,70--75,,6,"Heavy hitter detection, Sketch data structure, Streaming algorithm",10.1145/2927964.2927977,SIGARCH Comput. Archit. News,September 2015,43,4,,April,2016,0163-5964,,,,,,ACM,"New York, NY, USA","In the context of networking, a heavy hitter is an entity in a data stream whose amount of activity (such as bandwidth consumption or number of connections) is higher than a given threshold. Detecting heavy hitters is a critical task for network management and security in the Internet and data centers. Data streams in modern network usually contain millions of entities, such as traffic flows or IP domains. It is challenging to detect heavy hitters at a high throughput while supporting such a large number of entities. I this work, we propose a high throughput online heavy hitter detector based on the Count-min sketch algorithm on FPGA. We propose a high throughput hash computation architecture, optimize the Count-min sketch for hardwarebased heavy hitter detection and use forwarding to deal with data hazards. The post place-and-route results of our architecture on a state-of-the-art FPGA shows high throughput and scalability. Our architecture achieves a throughput of 114 Gbps while supporting a typical 1 M concurrent entities. It sustains 100+ Gbps throughput while supporting various number of concurrent entities, stream sizes and accuracy requirements. Our implementation demonstrates improved performance compared with other sketch acceleration techniques on various platforms using similar sketch configurations."
article,640103,Wentian  Li and Ivo  Grosse,,,,Gene Selection Criterion for Discriminant Microarray Data Analysis Based on Extreme Value Distributions,217--223,,7,"classification, extreme values, logistic regression, microarray",10.1145/640075.640103,,,,,,,2003,,Proceedings of the Seventh Annual International Conference on Research in Computational Molecular Biology,RECOMB '03,,1-58113-635-8,"Berlin, Germany",ACM,"New York, NY, USA","An important issue commonly encountered in the analysis of microarray data is to decide which and how many genes should be selected for further studies. For discriminant microarray data analyses based on statistical models, such as the logistic regression model, this gene selection can be accomplished by a comparison of the maximum likelihood of the model given the real data, L(D|M), and the expected maximum likelihood of the model given an ensemble of surrogate data, L(D0|M). Typically, the computational burden for obtaining L(D0|M) is immense, often exceeding the limits of available resources by orders of magnitude. Here, we propose an approach that circumvents such heavy computations by mapping the simulation problem to an extreme value problem, which can be easily solved by numerical simulation. We choose three classification problems from two publicly available microarray datasets to illustrate that approach."
article,3034798,Vladimir  Braverman and Stephen R. Chestnut and Nikita  Ivkin and Jelani  Nelson and Zhengyu  Wang and David P. Woodruff,,,,BPTree: An &#8467;2 Heavy Hitters Algorithm Using Constant Memory,361--376,,16,"bernoulli processes, chaining, data streams, frequent items, heavy hitters",10.1145/3034786.3034798,,,,,,,2017,,Proceedings of the 36th ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,PODS '17,,978-1-4503-4198-1,"Chicago, Illinois, USA",ACM,"New York, NY, USA","The task of finding heavy hitters is one of the best known and well studied problems in the area of data streams. One is given a list i1,i2,...,im∈[n] and the goal is to identify the items among [n] that appear frequently in the list. In sub-polynomial space, the strongest guarantee available is the l2 guarantee, which requires finding all items that occur at least ε||ƒ||2 times in the stream, where the vector ƒ∈Rn is the count histogram of the stream with ith coordinate equal to the number of times i appears ƒi:=#{jε[m]:ij=i. The first algorithm to achieve the l2 guarantee was the CountSketch of [11], which requires O(ε-2log n) words of memory and O(log n) update time and is known to be space-optimal if the stream allows for deletions. The recent work of [7] gave an improved algorithm for insertion-only streams, using only O(ε-2logε-1log log n) words of memory. In this work, we give an algorithm BPTree for l2 heavy hitters in insertion-only streams that achieves O(ε-2logε-1) words of memory and O(logε-1) update time, which is the optimal dependence on n and m. In addition, we describe an algorithm for tracking ||ƒ||2 at all times with O(ε-2) memory and update time. Our analyses rely on bounding the expected supremum of a Bernoulli process involving Rademachers with limited independence, which we accomplish via a Dudley-like chaining argument that may have applications elsewhere."
article,2491304,Bin  Li and Ruogu  Li and Atilla  Eryilmaz,,,,Heavy-traffic-optimal Scheduling with Regular Service Guarantees in Wireless Networks,79--88,,10,"heavy-traffic analysis, mean delay, service regularity, throughput, wireless scheduling",10.1145/2491288.2491304,,,,,,,2013,,Proceedings of the Fourteenth ACM International Symposium on Mobile Ad Hoc Networking and Computing,MobiHoc '13,,978-1-4503-2193-8,"Bangalore, India",ACM,"New York, NY, USA","We consider the design of throughput-optimal scheduling policies in multi-hop wireless networks that also possess good mean delay performance and provide regular service for all links -- critical metrics for real-time applications. To that end, we study a parametric class of maximum-weight type scheduling policies with parameter α ≥ 0, called Regular Service Guarantee (RSG) Algorithm, where each link weight consists of its own queue-length and a counter that tracks the time since the last service. This policy has been shown to be throughput-optimal and to provide more regular service as the parameter α increases, however at the cost of increasing mean delay. This motivates us to investigate whether satisfactory service regularity and low mean-delay can be simultaneously achieved by the RSG Algorithm by carefully selecting its parameter α. To that end, we perform a novel Lyapunov-drift based analysis of the steady-state behavior of the stochastic network. Our analysis reveals that the RSG Algorithm can minimize the total mean queue-length to establish mean delay optimality under heavily-loaded conditions as long as α scales no faster than the order of 1/5√∈, where ∈ measures the closeness of the network load to the boundary of the capacity region. To the best of our knowledge, this is the first work that provides regular service to all links while also achieving heavy-traffic optimality in mean queue-lengths."
article,2746561,Ankur  Moitra,,,,"Super-resolution, Extremal Functions and the Condition Number of Vandermonde Matrices",821--830,,10,"condition number, extremal functions, super resolution",10.1145/2746539.2746561,,,,,,,2015,,Proceedings of the Forty-seventh Annual ACM Symposium on Theory of Computing,STOC '15,,978-1-4503-3536-2,"Portland, Oregon, USA",ACM,"New York, NY, USA","Super-resolution is a fundamental task in imaging, where the goal is to extract fine-grained structure from coarse-grained measurements. Here we are interested in a popular mathematical abstraction of this problem that has been widely studied in the statistics, signal processing and machine learning communities. We exactly resolve the threshold at which noisy super-resolution is possible. In particular, we establish a sharp phase transition for the relationship between the cutoff frequency (m) and the separation (Δ). If m > 1/Δ + 1, our estimator converges to the true values at an inverse polynomial rate in terms of the magnitude of the noise. And when m < (1-ε) /Δ no estimator can distinguish between a particular pair of Δ-separated signals even if the magnitude of the noise is exponentially small. Our results involve making novel connections between extremal functions and the spectral properties of Vandermonde matrices. We establish a sharp phase transition for their condition number which in turn allows us to give the first noise tolerance bounds for the matrix pencil method. Moreover we show that our methods can be interpreted as giving preconditioners for Vandermonde matrices, and we use this observation to design faster algorithms for super-resolution. We believe that these ideas may have other applications in designing faster algorithms for other basic tasks in signal processing."
article,3084449,Lei  Ying,,,,Stein's Method for Mean Field Approximations in Light and Heavy Traffic Regimes,12:1--12:27,12,27,"heavy-traffic analysis, mean-field models, perturbation theory, stein's method",10.1145/3084449,Proc. ACM Meas. Anal. Comput. Syst.,June 2017,1,1,,June,2017,2476-1249,,,,,,ACM,"New York, NY, USA","Mean-field analysis is an analytical method for understanding large-scale stochastic systems such as large-scale data centers and communication networks. The idea is to approximate the stationary distribution of a large-scale stochastic system using the equilibrium point (called the mean-field limit) of a dynamical system (called the mean-field model). This approximation is often justified by proving the weak convergence of stationary distributions to its mean-field limit. Most existing mean-field models concerned the light-traffic regime where the load of the system, denote by ρ, is strictly less than one and is independent of the size of the system. This is because a traditional mean-field model represents the limit of the corresponding stochastic system. Therefore, the load of the mean-field model is ρ= limN→ ∞ ρ(N), where ρ(N) is the load of the stochastic system of size N. Now if ρ(N)→ 1 as N→ ∞ (i.e., in the heavy-traffic regime), then ρ=1. For most systems, the mean-field limits when ρ=1 are trivial and meaningless. To overcome this difficulty of traditional mean-field models, this paper takes a different point of view on mean-field models. Instead of regarding a mean-field model as the limiting system of large-scale stochastic system, it views the equilibrium point of the mean-field model, called a mean-field solution, simply as an approximation of the stationary distribution of the finite-size system. Therefore both mean-field models and solutions can be functions of N. This paper first outlines an analytical method to bound the approximation error based on Stein's method and the perturbation theory. We further present two examples: the M/M/N queueing system and the supermarket model under the power-of-two-choices algorithm. For both applications, the method enables us to characterize the system performance under a broad range of traffic loads. For the supermarket model, this is the first paper that rigorously quantifies the steady-state performance of the-power-of-two-choices in the heavy-traffic regime. These results in the heavy-traffic regime cannot be obtained using the traditional mean-field analysis and the interchange of the limits."
article,1959383,Patrick  Loiseau and Paulo  Gon&#231;alves and Guillaume  Dewaele and Pierre  Borgnat and Patrice  Abry and Pascale Vicat-Blanc Primet,,,,Investigating Self-similarity and Heavy-tailed Distributions on a Large-scale Experimental Facility,1261--1274,,14,"heavy-tailed distributions, large-scale experiments, monitoring, network traffic, self-similarity",10.1109/TNET.2010.2042726,IEEE/ACM Trans. Netw.,August 2010,18,4,,August,2010,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA","After the seminal work by Taqqu et al. relating self-similarity to heavy-tailed distributions, a number of research articles verified that aggregated Internet traffic time series show self-similarity and that Internet attributes, like Web file sizes and flow lengths, were heavy-tailed. However, the validation of the theoretical prediction relating self-similarity and heavy tails remains unsatisfactorily addressed, being investigated using either numerical or network simulations, or from uncontrolled Web traffic data. Notably, this prediction has never been conclusively verified on real networks using controlled and stationary scenarios, prescribing specific heavy-tailed distributions, and estimating confidence intervals. With this goal in mind, we use the potential and facilities offered by the large-scale, deeply reconfigurable and fully controllable experimental Grid5000 instrument, combined with state-of-the-art estimators, to investigate the prediction's observability on real networks. To this end, we organize a large number of controlled traffic circulation sessions on a nationwide real network involving 200 independent hosts. We use a FPGA-based measurement system to collect the corresponding traffic at packet level. We then estimate both the self-similarity exponent of the aggregated time series and the heavy-tail index of flow-size distributions, independently. Not only do our results complement and validate, with a striking accuracy, some conclusions drawn from a series of pioneering studies, but they also bring in new insights on the controversial role of certain components of real networks."
article,2797161,Primo&#382;  Poto&#269;nik and Edvard  Govekar,,,,Practical Considerations in Training Extreme Learning Machines,1:1--1:5,1,5,"Extreme learning machines, activation functions, feedforward neural networks, function approximation, input range scaling",10.1145/2797143.2797161,,,,,,,2015,,Proceedings of the 16th International Conference on Engineering Applications of Neural Networks (INNS),EANN '15,,978-1-4503-3580-5,"Rhodes, Island, Greece",ACM,"New York, NY, USA","Extreme learning machines (ELM) represent a new fast learning algorithm for single layer feedforward networks. In this paper, we investigate several practical properties of training ELM in the context of a simulated function approximation task. ELM with different hidden layer activation functions and varying number of hidden nodes are applied in the learning task and the function approximation accuracy is examined with respect to the range scaling of input variables. The results demonstrate that ELM models are very sensitive with respect to proper input scaling. The approximate range of optimal ELM performance covers only input range scaling within an order of magnitude. Comparison with classical feedforward neural networks with sigmoidal activation functions shows that these are not affected by input range scaling. Results encourage further studies of practical aspect of efficient training and applying ELM."
article,2745878,Rahul  Singh and Alexander  Stolyar,,,,MaxWeight Scheduling: Asymptotic Behavior of Unscaled Queue-Differentials in Heavy Traffic,431--432,,2,"dynamic scheduling, heavy traffic asymptotic regime, markov chain, maxweight algorithm, queue length differentials, smooth service process",10.1145/2796314.2745878,SIGMETRICS Perform. Eval. Rev.,June 2015,43,1,,June,2015,0163-5999,,,,,,ACM,"New York, NY, USA","The model is a ""generalized switch"", serving multiple traffic flows in discrete time. The switch uses MaxWeight algorithm to make a service decision (scheduling choice) at each time step, which determines the probability distribution of the amount of service that will be provided. We are primarily motivated by the following question: in the heavy traffic regime, when the switch load approaches critical level, will the service processes provided to each flow remain ""smooth"" (i.e., without large gaps in service)? Addressing this question reduces to the analysis of the asymptotic behavior of the unscaled queue-differential process in heavy traffic. We prove that the stationary regime of this process converges to that of a positive recurrent Markov chain, whose structure we explicitly describe. This in turn implies asymptotic ""smoothness"" of the service processes."
article,2745878,Rahul  Singh and Alexander  Stolyar,,,,MaxWeight Scheduling: Asymptotic Behavior of Unscaled Queue-Differentials in Heavy Traffic,431--432,,2,"dynamic scheduling, heavy traffic asymptotic regime, markov chain, maxweight algorithm, queue length differentials, smooth service process",10.1145/2745844.2745878,,,,,,,2015,,Proceedings of the 2015 ACM SIGMETRICS International Conference on Measurement and Modeling of Computer Systems,SIGMETRICS '15,,978-1-4503-3486-0,"Portland, Oregon, USA",ACM,"New York, NY, USA","The model is a ""generalized switch"", serving multiple traffic flows in discrete time. The switch uses MaxWeight algorithm to make a service decision (scheduling choice) at each time step, which determines the probability distribution of the amount of service that will be provided. We are primarily motivated by the following question: in the heavy traffic regime, when the switch load approaches critical level, will the service processes provided to each flow remain ""smooth"" (i.e., without large gaps in service)? Addressing this question reduces to the analysis of the asymptotic behavior of the unscaled queue-differential process in heavy traffic. We prove that the stationary regime of this process converges to that of a positive recurrent Markov chain, whose structure we explicitly describe. This in turn implies asymptotic ""smoothness"" of the service processes."
article,948939,Sem  Borst and Michel  Mandjes and Miranda  van Uitert,,,,Generalized Processor Sharing with Light-tailed and Heavy-tailed Input,821--834,,14,"Generalized processor sharing (GPS), Markov fluid, heavy-tailed traffic, large deviations, light-tailed traffic, regular variation, weighted fair queueing, workload asymptotics",10.1109/TNET.2003.818195,IEEE/ACM Trans. Netw.,October 2003,11,5,,October,2003,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA","We consider a queue fed by a mixture of light-tailed and heavy-tailed traffic. The two traffic flows are served in accordance with the generalized processor sharing (GPS) discipline. GPS-based scheduling algorithms, such as weighted fair queueing, have emerged as an important mechanism for achieving service differentiation in integrated networks. We derive the asymptotic workload behavior of the light-tailed traffic flow under the assumption that its GPS weight is larger than its traffic intensity. The GPS mechanism ensures that the workload is bounded above by that in an isolated system with the light-tailed flow served in isolation at a constant rate equal to its GPS weight. We show that the workload distribution is in fact asymptotically equivalent to that in the isolated system, multiplied with a certain pre-factor, which accounts for the interaction with the heavy-tailed flow. Specifically, the pre-factor represents the probability that the heavy-tailed flow is backlogged long enough for the light-tailed flow to reach overflow. The results provide crucial qualitative insight in the typical overflow scenario."
article,2834978,Bin  Dong and Surendra  Byna and Kesheng  Wu,,,,Heavy-tailed Distribution of Parallel I/O System Response Time,37--42,,6,"heavy-tailed distribution, parallel I/O, performance and benchmarking, peta-scale storage system, response time",10.1145/2834976.2834978,,,,,,,2015,,Proceedings of the 10th Parallel Data Storage Workshop,PDSW '15,,978-1-4503-4008-3,"Austin, Texas",ACM,"New York, NY, USA","Estimating I/O time of applications is critical for computing system research and developments, such as performance tuning and job scheduling. Parallel I/O systems on large-scale HPC systems typically use several I/O servers attached to a number of hard disk drives to read and write data concurrently. As a result, the response time of individual I/O servers affects the overall I/O performance and modeling the response time distribution holds the key to estimate I/O time. Existing studies have generally considered that the response time follows a Uniform or a Normal distribution. However, none of these studies considered supercomputing environments that are actively used by a number of users to verify the existence of Uniform or Normal distributions. In this study, we collected ≈ 2,500,000 measurements on two peta-scale class supercomputers that are actively used by ≈5000 users. These two systems, Hopper and Edison at the National Energy Research Scientific Computing Center (NERSC), typically support hundreds of concurrent jobs. Our performance measurements include the overheads introduced by the entire parallel I/O stack (I/O library, network, parallel file system software, cache and hardware). Our study shows that the response time of parallel I/O system follows a heavy-tailed property, in contrary to the widely accepted Normal or Uniform distributions. In exploring for new models, we identify that a mix of Power Law and Normal distributions is a good fit for the response time of parallel I/O systems that are actively used by hundreds of jobs concurrently."
article,1028802,Yin  Zhang and Sumeet  Singh and Subhabrata  Sen and Nick  Duffield and Carsten  Lund,,,,"Online Identification of Hierarchical Heavy Hitters: Algorithms, Evaluation, and Applications",101--114,,14,"change detection, data stream computation, hierarchical heavy hitters, network anomaly detection, packet classification",10.1145/1028788.1028802,,,,,,,2004,,Proceedings of the 4th ACM SIGCOMM Conference on Internet Measurement,IMC '04,,1-58113-821-0,"Taormina, Sicily, Italy",ACM,"New York, NY, USA","In traffic monitoring, accounting, and network anomaly detection, it is often important to be able to detect high-volume traffic clusters in near real-time. Such heavy-hitter traffic clusters are often hierarchical (<i>ie</i>, they may occur at different aggregation levels like ranges of IP addresses) and possibly multidimensional (<i>ie</i>, they may involve the combination of different IP header fields like IP addresses, port numbers, and protocol). Without prior knowledge about the precise structures of such traffic clusters, a naive approach would require the monitoring system to examine all possible ombinations of aggregates in order to detect the heavy hitters, which can be proohibitive in terms of computation resources. In this paper, we focus on online identification of 1-dimensional and 2-dimensional hierarchical heavy hitters (HHHs), arguably the two most important scenarios in traffic analysis. We show that the problem of HHH detection can be transformed to one of dynamic packet classification by taking a top-down approach and adaptively creating new rules to match HHHs. We then adapt several existing static packet classification algorithms to support dynamic packet classification. The resulting HHH detection algorithms have much lower worst-case update costs than existing algorithms and can provide tunable deterministic accuracy guarantees. As an application of these algorithms, we also propose robust techniques to detect changes among heavy-hitter traffic clusters. Our techniques can accommodate variability due to sampling that is increasingly used in network measurement. Evaluation based on real Internet traces collected at a Tier-1 ISP suggests that these techniques are remarkably accurate and efficient."
article,2901466,Siva Theja  Maguluri and Sai Kiran  Burle and R.  Srikant,,,,Optimal Heavy-Traffic Queue Length Scaling in an Incompletely Saturated Switch,13--24,,12,"drift method, heavy traffic optimality, nxn switch, performance analysis",10.1145/2964791.2901466,SIGMETRICS Perform. Eval. Rev.,June 2016,44,1,,June,2016,0163-5999,,,,,,ACM,"New York, NY, USA","We consider an input queued switch operating under the MaxWeight scheduling algorithm. This system is interesting to study because it is a model for Internet routers and data center networks. Recently, it was shown that the MaxWeight algorithm has optimal heavy-traffic queue length scaling when all ports are uniformly saturated. Here we consider the case where a fraction of the ports are saturated and others are not (which we call the incompletely saturated case), and also the case where the rates at which the ports are saturated can be different. We use a recently developed drift technique to show that the heavy-traffic queue length under the MaxWeight scheduling algorithm has optimal scaling with respect to the switch size even in these cases."
article,2901466,Siva Theja  Maguluri and Sai Kiran  Burle and R.  Srikant,,,,Optimal Heavy-Traffic Queue Length Scaling in an Incompletely Saturated Switch,13--24,,12,"drift method, heavy traffic optimality, nxn switch, performance analysis",10.1145/2896377.2901466,,,,,,,2016,,Proceedings of the 2016 ACM SIGMETRICS International Conference on Measurement and Modeling of Computer Science,SIGMETRICS '16,,978-1-4503-4266-7,"Antibes Juan-les-Pins, France",ACM,"New York, NY, USA","We consider an input queued switch operating under the MaxWeight scheduling algorithm. This system is interesting to study because it is a model for Internet routers and data center networks. Recently, it was shown that the MaxWeight algorithm has optimal heavy-traffic queue length scaling when all ports are uniformly saturated. Here we consider the case where a fraction of the ports are saturated and others are not (which we call the incompletely saturated case), and also the case where the rates at which the ports are saturated can be different. We use a recently developed drift technique to show that the heavy-traffic queue length under the MaxWeight scheduling algorithm has optimal scaling with respect to the switch size even in these cases."
article,1958811,Natalia M. Markovich and Udo R. Krieger,,,,Analyzing Measurements from Data with Underlying Dependences and Heavy-tailed Distributions,425--436,,12,"data analysis, heavy-tailed distributions, long-range dependence, ngn traffic characterization, peer-to-peer packet traffic",10.1145/1958746.1958811,,,,,,,2011,,Proceedings of the 2Nd ACM/SPEC International Conference on Performance Engineering,ICPE '11,,978-1-4503-0519-8,"Karlsruhe, Germany",ACM,"New York, NY, USA","We consider measurements that are arising from a next generation network and present advanced mathematical techniques to cope with the analysis and modeling of the gathered data. These statistical techniques are required to study important performance indices of new real-time services in a multimedia Internet such as the demanded bandwidth or delay-loss profiles of packet flows during a session. The latter data sets incorporate strongly correlated or long-range dependent time series and heavy-tailed marginal distributions determining the underlying random variables of the data features. To illustrate the proposed statistical analysis concept, we use traces arising from the popular peer-to-peer video streaming application SopCast."
article,2851882,Xiao-jian  Ding and Xiao-guang  Liu and Xin  Xu,,,,An Optimization Method of Extreme Learning Machine for Regression,891--893,,3,"extreme learning machine, optimization, regression",10.1145/2851613.2851882,,,,,,,2016,,Proceedings of the 31st Annual ACM Symposium on Applied Computing,SAC '16,,978-1-4503-3739-7,"Pisa, Italy",ACM,"New York, NY, USA","In this paper, we investigate an optimization scheme for extreme learning machine (ELM) regression, named OELR, to overcome the limitation of ELM that it may lead to overfitting on large training data sets. OELR amounts to minimization of ε-insensitive loss and minimization of the norm of the output weights of single hidden layer feedforward networks (SLFNs). Compared to support vector regression (SVR), OELR has less optimization constraints. Empirical results on the benchmark data sets show that the competitive performance of the OELR over the state-ofthe-art regression learning algorithms."
article,1068071,Joshua L. Payne and Margaret J. Eppstein,,,,A Hybrid Genetic Algorithm with Pattern Search for Finding Heavy Atoms in Protein Crystals,377--384,,8,"crystallographic phasing, crystallography, genetic algorithms, heavy atom method, hybrid evolutionary algorithms, isomorphous replacement, pattern search, phase problem",10.1145/1068009.1068071,,,,,,,2005,,Proceedings of the 7th Annual Conference on Genetic and Evolutionary Computation,GECCO '05,,1-59593-010-8,"Washington DC, USA",ACM,"New York, NY, USA","One approach for determining the molecular structure of proteins is a technique called iso-morphous replacement, in which crystallographers dope protein crystals with heavy atoms, such as mercury or platinum. By comparing measured amplitudes of diffracted x-rays through protein crystals with and without the heavy atoms, the locations of the heavy atoms can be estimated. Once the locations of the heavy atoms are known, the phases of the diffracted x-rays through the protein crystal can be estimated, which in turn enables the structure of the protein to be estimated. Unfortunately, the key step in this process is the estimation of the locations of the heavy atoms, and this is a multi-modal, non-linear inverse problem. We report results of a pilot study that show that a 2-stage hybrid algorithm, using a stochastic genetic algorithm for stage 1 followed by a deterministic pattern search algorithm for stage 2, can successfully locate up to 5 heavy atoms in computer simulated crystals using noise free data. We conclude that the method may be a viable approach for finding heavy atoms in protein crystals, and suggest ways in which the approach can be scaled up to larger problems."
article,1989541,Thomas  Locher,,,,Finding Heavy Distinct Hitters in Data Streams,299--308,,10,"anomaly detection, heavy distinct hitter, network monitoring, space complexity, streaming algorithms",10.1145/1989493.1989541,,,,,,,2011,,Proceedings of the Twenty-third Annual ACM Symposium on Parallelism in Algorithms and Architectures,SPAA '11,,978-1-4503-0743-7,"San Jose, California, USA",ACM,"New York, NY, USA","A simple indicator for an anomaly in a network is a rapid increase in the total number of distinct network connections. While it is fairly easy to maintain an accurate estimate of the current total number of distinct connections using streaming algorithms that exhibit both a low space and computational complexity, identifying the network entities that are involved in the largest number of distinct connections efficiently is considerably harder. In this paper, we study the problem of finding all entities whose number of distinct (outgoing or incoming) network connections is at least a specific fraction of the total number of distinct connections. These entities are referred to as heavy distinct hitters. Since this problem is hard in general, we focus on randomized approximation techniques and propose a sampling-based and a sketch-based streaming algorithm. Both algorithms output a list of the potential heavy distinct hitters including the estimated counts of the corresponding number of distinct connections. We prove that, depending on the required level of accuracy of the output list, the space complexities of the presented algorithms are asymptotically optimal up to small logarithmic factors. Additionally, the algorithms are evaluated and compared using real network data in order to determine their usefulness in practice."
article,3036354,Bhakti Yudho Suprapto and M. Ary Heryanto and Herwin  Suprijono and Benyamin  Kusumoputro,,,,Altitude Control of Heavy-Lift Hexacopter Using Direct Inverse Control Based on Elman Recurrent Neural Network,135--140,,6,"Altitude Control, DIC, Elman Recurrent Neural Networks, Heavy-Lift Hexacopter, Neural Networks",10.1145/3036331.3036354,,,,,,,2017,,Proceedings of the 8th International Conference on Computer Modeling and Simulation,ICCMS '17,,978-1-4503-4816-4,"Canberra, Australia",ACM,"New York, NY, USA","This paper proposes the use of Direct Inverse Control (DIC) with Elman Recurrent Neural Network (ERNN) learning algorithm for the altitude control of a heavy-lift hexacopter. The study was conducted analytically using the real flight data obtained from real plant experiment. The results showed that the ERNN can successfully control the altitude of the heavy-lift hexacopter, where the response generated by the DIC system was in good agreement with the test data with low error. Furthermore, the proposed DIC system can also control the attitude, e.g. roll, pitch and yaw of the hexacopter which are also crucial for the hexacopter movement control."
article,2591572,Cory  Merkel and Dhireesha  Kudithipudi,,,,A Current-mode CMOS/Memristor Hybrid Implementation of an Extreme Learning Machine,241--242,,2,"current-mode, extreme learning machine, memristor",10.1145/2591513.2591572,,,,,,,2014,,Proceedings of the 24th Edition of the Great Lakes Symposium on VLSI,GLSVLSI '14,,978-1-4503-2816-6,"Houston, Texas, USA",ACM,"New York, NY, USA","In this work, we propose a current-mode CMOS/memristor hybrid implementation of an extreme learning machine (ELM) architecture. We present novel circuit designs for linear, sigmoid,and threshold neuronal activation functions, as well as memristor-based bipolar synaptic weighting. In addition, this work proposes a stochastic version of the least-mean-squares (LMS) training algorithm for adapting the weights between the ELM's hidden and output layers. We simulated our top-level ELM architecture using Cadence AMS Designer with 45 nm CMOS models and an empirical piecewise linear memristor model based on experimental data from an HfOx device. With 10 hidden node neurons, the ELM was able to learn a 2-input XOR function after 150 training epochs."
article,2631776,Swati  Agarwal and Ashish  Sureka,,,,A Focused Crawler for Mining Hate and Extremism Promoting Videos on YouTube.,294--296,,3,"hate &#38; extremism detection, online radicalization",10.1145/2631775.2631776,,,,,,,2014,,Proceedings of the 25th ACM Conference on Hypertext and Social Media,HT '14,,978-1-4503-2954-5,"Santiago, Chile",ACM,"New York, NY, USA","Online video sharing platforms such as YouTube contains several videos and users promoting hate and extremism. Due to low barrier to publication and anonymity, YouTube is misused as a platform by some users and communities to post negative videos disseminating hatred against a particular religion, country or person. We formulate the problem of identification of such malicious videos as a search problem and present a focused-crawler based approach consisting of various components performing several tasks: search strategy or algorithm, node similarity computation metric, learning from exemplary profiles serving as training data, stopping criterion, node classifier and queue manager. We implement a best-first search algorithm and conduct experiments to measure the accuracy of the proposed approach. Experimental results demonstrate that the proposed approach is effective."
article,2464495,Derek  O'Callaghan and Derek  Greene and Maura  Conway and Joe  Carthy and P&#225;draig  Cunningham,,,,Uncovering the Wider Structure of Extreme Right Communities Spanning Popular Online Networks,276--285,,10,"extreme right, heterogeneous online networks, social network analysis",10.1145/2464464.2464495,,,,,,,2013,,Proceedings of the 5th Annual ACM Web Science Conference,WebSci '13,,978-1-4503-1889-1,"Paris, France",ACM,"New York, NY, USA","Recent years have seen increased interest in the online presence of extreme right groups. Although originally composed of dedicated websites, the online extreme right milieu now spans multiple networks, including popular social media platforms such as Twitter, Facebook and YouTube. Ideally therefore, any contemporary analysis of online extreme right activity requires the consideration of multiple data sources, rather than being restricted to a single platform. We investigate the potential for Twitter to act as one possible gateway to communities within the wider online network of the extreme right, given its facility for the dissemination of content. A strategy for representing heterogeneous network data with a single homogeneous network for the purpose of community detection is presented, where these inherently dynamic communities are tracked over time. We use this strategy to discover and analyze persistent English and German language extreme right communities."
